zona,region,provincia,provincia_poblacion,canton,canton_poblacion,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,created_at
6,sierra,azuay,881394,Cuenca,636996,663,663,0,0,0,2021-02-03
4,costa,manabi,1562079,Portoviejo,321800,433,433,0,0,0,2021-02-03
3,sierra,tungurahua,590600,Ambato,387309,331,331,0,0,0,2021-02-03
7,costa,el oro,715751,Machala,289141,306,306,0,0,0,2021-02-03
8,costa,guayas,4387434,Samborondon,102404,299,299,0,0,0,2021-02-03
7,sierra,loja,521154,Loja,274112,290,290,0,0,0,2021-02-03
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,288,288,0,0,0,2021-02-03
1,sierra,imbabura,476257,Ibarra,221149,276,276,0,0,0,2021-02-03
3,sierra,chimborazo,524004,Riobamba,264048,254,254,0,0,0,2021-02-03
5,insular,galapagos,33042,San Cristobal,9667,252,252,0,0,0,2021-02-03
3,sierra,cotopaxi,488716,Latacunga,205624,240,240,0,0,0,2021-02-03
4,costa,manabi,1562079,Manta,264281,233,233,0,0,0,2021-02-03
1,costa,esmeraldas,591083,Esmeraldas,218727,224,224,0,0,0,2021-02-03
8,costa,guayas,4387434,Milagro,199835,204,204,0,0,0,2021-02-03
5,insular,galapagos,33042,Santa Cruz,20302,191,191,0,0,0,2021-02-03
6,amazonia,morona santiago,196535,Morona,58281,190,190,0,0,0,2021-02-03
5,costa,los rios,921763,Babahoyo,175281,189,189,0,0,0,2021-02-03
2,amazonia,pastaza,114202,Pastaza,84377,157,157,0,0,0,2021-02-03
7,amazonia,zamora chinchipe,120416,Zamora,32761,144,144,0,0,0,2021-02-03
2,amazonia,napo,133705,Tena,79182,133,133,0,0,0,2021-02-03
5,costa,los rios,921763,Quevedo,213842,119,119,0,0,0,2021-02-03
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,113,113,0,0,0,2021-02-03
3,sierra,bolivar,209933,Guaranda,108763,109,109,0,0,0,2021-02-03
5,costa,santa elena,401178,Santa Elena,188821,109,109,0,0,0,2021-02-03
2,amazonia,sucumbios,230503,Lago Agrio,119594,108,108,0,0,0,2021-02-03
4,costa,manabi,1562079,Sucre,62443,102,102,0,0,0,2021-02-03
6,sierra,canar,281396,Azogues,86276,101,101,0,0,0,2021-02-03
1,sierra,carchi,186869,Tulcan,102395,98,98,0,0,0,2021-02-03
4,costa,manabi,1562079,Chone,131002,85,85,0,0,0,2021-02-03
7,costa,el oro,715751,Santa Rosa,82171,72,72,0,0,0,2021-02-03
7,costa,el oro,715751,El Guabo,63645,60,60,0,0,0,2021-02-03
2,amazonia,orellana,161338,Orellana,93778,60,60,0,0,0,2021-02-03
4,costa,manabi,1562079,Jipijapa,74645,48,48,0,0,0,2021-02-03
1,sierra,imbabura,476257,Otavalo,125785,48,48,0,0,0,2021-02-03
4,costa,manabi,1562079,Pedernales,63441,44,44,0,0,0,2021-02-03
4,costa,manabi,1562079,Jaramijo,28439,43,43,0,0,0,2021-02-03
5,costa,los rios,921763,Valencia,54637,42,42,0,0,0,2021-02-03
7,amazonia,zamora chinchipe,120416,El Pangui,10945,32,32,0,0,0,2021-02-03
6,sierra,canar,281396,Biblian,23741,30,30,0,0,0,2021-02-03
5,costa,los rios,921763,Montalvo,28720,30,30,0,0,0,2021-02-03
2,amazonia,pastaza,114202,Mera,17547,27,27,0,0,0,2021-02-03
3,sierra,tungurahua,590600,Patate,15825,25,25,0,0,0,2021-02-03
3,sierra,chimborazo,524004,Guano,48395,24,24,0,0,0,2021-02-03
5,costa,los rios,921763,Vinces,82329,24,24,0,0,0,2021-02-03
7,costa,el oro,715751,Zaruma,25654,18,18,0,0,0,2021-02-03
5,costa,los rios,921763,Buena Fe,83654,12,12,0,0,0,2021-02-03
7,costa,el oro,715751,Huaquillas,60440,12,12,0,0,0,2021-02-03
1,costa,esmeraldas,591083,San Lorenzo,62772,12,12,0,0,0,2021-02-03
3,sierra,tungurahua,590600,Pillaro,43371,11,11,0,0,0,2021-02-03
3,sierra,chimborazo,524004,Alausi,45054,1,1,0,0,0,2021-02-03
9,sierra,pichincha,3228233,Puerto Quito,24911,1,1,0,0,0,2021-02-03
9,sierra,pichincha,3228233,Quito,2781641,3109,3067,42,0,0,2021-02-04
8,costa,guayas,4387434,Guayaquil,2723665,2423,2423,0,0,0,2021-02-04
6,sierra,azuay,881394,Cuenca,636996,663,663,0,0,0,2021-02-04
4,costa,manabi,1562079,Portoviejo,321800,433,433,0,0,0,2021-02-04
3,sierra,tungurahua,590600,Ambato,387309,331,331,0,0,0,2021-02-04
7,costa,el oro,715751,Machala,289141,306,306,0,0,0,2021-02-04
8,costa,guayas,4387434,Samborondon,102404,299,299,0,0,0,2021-02-04
7,sierra,loja,521154,Loja,274112,290,290,0,0,0,2021-02-04
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,288,288,0,0,0,2021-02-04
1,sierra,imbabura,476257,Ibarra,221149,276,276,0,0,0,2021-02-04
3,sierra,chimborazo,524004,Riobamba,264048,254,254,0,0,0,2021-02-04
5,insular,galapagos,33042,San Cristobal,9667,252,252,0,0,0,2021-02-04
3,sierra,cotopaxi,488716,Latacunga,205624,240,240,0,0,0,2021-02-04
4,costa,manabi,1562079,Manta,264281,233,233,0,0,0,2021-02-04
1,costa,esmeraldas,591083,Esmeraldas,218727,224,224,0,0,0,2021-02-04
8,costa,guayas,4387434,Milagro,199835,204,204,0,0,0,2021-02-04
5,insular,galapagos,33042,Santa Cruz,20302,191,191,0,0,0,2021-02-04
6,amazonia,morona santiago,196535,Morona,58281,190,190,0,0,0,2021-02-04
5,costa,los rios,921763,Babahoyo,175281,189,189,0,0,0,2021-02-04
2,amazonia,pastaza,114202,Pastaza,84377,157,157,0,0,0,2021-02-04
7,amazonia,zamora chinchipe,120416,Zamora,32761,144,144,0,0,0,2021-02-04
5,costa,los rios,921763,Quevedo,213842,137,137,0,0,0,2021-02-04
2,amazonia,napo,133705,Tena,79182,133,133,0,0,0,2021-02-04
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,113,113,0,0,0,2021-02-04
3,sierra,bolivar,209933,Guaranda,108763,109,109,0,0,0,2021-02-04
5,costa,santa elena,401178,Santa Elena,188821,109,109,0,0,0,2021-02-04
2,amazonia,sucumbios,230503,Lago Agrio,119594,108,108,0,0,0,2021-02-04
4,costa,manabi,1562079,Sucre,62443,102,102,0,0,0,2021-02-04
6,sierra,canar,281396,Azogues,86276,101,101,0,0,0,2021-02-04
1,sierra,carchi,186869,Tulcan,102395,98,98,0,0,0,2021-02-04
4,costa,manabi,1562079,Chone,131002,85,85,0,0,0,2021-02-04
7,costa,el oro,715751,Santa Rosa,82171,72,72,0,0,0,2021-02-04
7,costa,el oro,715751,El Guabo,63645,60,60,0,0,0,2021-02-04
2,amazonia,orellana,161338,Orellana,93778,60,60,0,0,0,2021-02-04
4,costa,manabi,1562079,Jipijapa,74645,48,48,0,0,0,2021-02-04
1,sierra,imbabura,476257,Otavalo,125785,48,48,0,0,0,2021-02-04
4,costa,manabi,1562079,Pedernales,63441,44,44,0,0,0,2021-02-04
4,costa,manabi,1562079,Jaramijo,28439,43,43,0,0,0,2021-02-04
5,costa,los rios,921763,Valencia,54637,42,42,0,0,0,2021-02-04
7,amazonia,zamora chinchipe,120416,El Pangui,10945,32,32,0,0,0,2021-02-04
6,sierra,canar,281396,Biblian,23741,30,30,0,0,0,2021-02-04
5,costa,los rios,921763,Montalvo,28720,30,30,0,0,0,2021-02-04
2,amazonia,pastaza,114202,Mera,17547,27,27,0,0,0,2021-02-04
3,sierra,tungurahua,590600,Patate,15825,25,25,0,0,0,2021-02-04
3,sierra,chimborazo,524004,Guano,48395,24,24,0,0,0,2021-02-04
5,costa,los rios,921763,Vinces,82329,24,24,0,0,0,2021-02-04
7,costa,el oro,715751,Zaruma,25654,18,18,0,0,0,2021-02-04
5,costa,los rios,921763,Buena Fe,83654,12,12,0,0,0,2021-02-04
7,costa,el oro,715751,Huaquillas,60440,12,12,0,0,0,2021-02-04
1,costa,esmeraldas,591083,San Lorenzo,62772,12,12,0,0,0,2021-02-04
3,sierra,tungurahua,590600,Pillaro,43371,11,11,0,0,0,2021-02-04
3,sierra,chimborazo,524004,Alausi,45054,1,1,0,0,0,2021-02-04
9,sierra,pichincha,3228233,Puerto Quito,24911,1,1,0,0,0,2021-02-04
9,sierra,pichincha,3228233,Quito,2781641,3110,3068,42,0,0,2021-02-05
8,costa,guayas,4387434,Guayaquil,2723665,2423,2423,0,0,0,2021-02-05
6,sierra,azuay,881394,Cuenca,636996,663,663,0,0,0,2021-02-05
4,costa,manabi,1562079,Portoviejo,321800,433,433,0,0,0,2021-02-05
3,sierra,tungurahua,590600,Ambato,387309,331,331,0,0,0,2021-02-05
7,costa,el oro,715751,Machala,289141,306,306,0,0,0,2021-02-05
8,costa,guayas,4387434,Samborondon,102404,299,299,0,0,0,2021-02-05
7,sierra,loja,521154,Loja,274112,290,290,0,0,0,2021-02-05
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,288,288,0,0,0,2021-02-05
1,sierra,imbabura,476257,Ibarra,221149,276,276,0,0,0,2021-02-05
3,sierra,chimborazo,524004,Riobamba,264048,254,254,0,0,0,2021-02-05
5,insular,galapagos,33042,San Cristobal,9667,252,252,0,0,0,2021-02-05
3,sierra,cotopaxi,488716,Latacunga,205624,240,240,0,0,0,2021-02-05
4,costa,manabi,1562079,Manta,264281,233,233,0,0,0,2021-02-05
1,costa,esmeraldas,591083,Esmeraldas,218727,224,224,0,0,0,2021-02-05
8,costa,guayas,4387434,Milagro,199835,204,204,0,0,0,2021-02-05
5,insular,galapagos,33042,Santa Cruz,20302,191,191,0,0,0,2021-02-05
6,amazonia,morona santiago,196535,Morona,58281,190,190,0,0,0,2021-02-05
5,costa,los rios,921763,Babahoyo,175281,189,189,0,0,0,2021-02-05
2,amazonia,pastaza,114202,Pastaza,84377,157,157,0,0,0,2021-02-05
7,amazonia,zamora chinchipe,120416,Zamora,32761,144,144,0,0,0,2021-02-05
5,costa,los rios,921763,Quevedo,213842,137,137,0,0,0,2021-02-05
2,amazonia,napo,133705,Tena,79182,133,133,0,0,0,2021-02-05
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,113,113,0,0,0,2021-02-05
3,sierra,bolivar,209933,Guaranda,108763,109,109,0,0,0,2021-02-05
5,costa,santa elena,401178,Santa Elena,188821,109,109,0,0,0,2021-02-05
2,amazonia,sucumbios,230503,Lago Agrio,119594,108,108,0,0,0,2021-02-05
4,costa,manabi,1562079,Sucre,62443,102,102,0,0,0,2021-02-05
6,sierra,canar,281396,Azogues,86276,101,101,0,0,0,2021-02-05
1,sierra,carchi,186869,Tulcan,102395,98,98,0,0,0,2021-02-05
4,costa,manabi,1562079,Chone,131002,85,85,0,0,0,2021-02-05
7,costa,el oro,715751,Santa Rosa,82171,72,72,0,0,0,2021-02-05
7,costa,el oro,715751,El Guabo,63645,60,60,0,0,0,2021-02-05
2,amazonia,orellana,161338,Orellana,93778,60,60,0,0,0,2021-02-05
4,costa,manabi,1562079,Jipijapa,74645,48,48,0,0,0,2021-02-05
1,sierra,imbabura,476257,Otavalo,125785,48,48,0,0,0,2021-02-05
4,costa,manabi,1562079,Pedernales,63441,44,44,0,0,0,2021-02-05
4,costa,manabi,1562079,Jaramijo,28439,43,43,0,0,0,2021-02-05
5,costa,los rios,921763,Valencia,54637,42,42,0,0,0,2021-02-05
7,amazonia,zamora chinchipe,120416,El Pangui,10945,32,32,0,0,0,2021-02-05
6,sierra,canar,281396,Biblian,23741,30,30,0,0,0,2021-02-05
5,costa,los rios,921763,Montalvo,28720,30,30,0,0,0,2021-02-05
2,amazonia,pastaza,114202,Mera,17547,27,27,0,0,0,2021-02-05
3,sierra,tungurahua,590600,Patate,15825,25,25,0,0,0,2021-02-05
3,sierra,chimborazo,524004,Guano,48395,24,24,0,0,0,2021-02-05
5,costa,los rios,921763,Vinces,82329,24,24,0,0,0,2021-02-05
7,costa,el oro,715751,Zaruma,25654,18,18,0,0,0,2021-02-05
5,costa,los rios,921763,Buena Fe,83654,12,12,0,0,0,2021-02-05
7,costa,el oro,715751,Huaquillas,60440,12,12,0,0,0,2021-02-05
1,costa,esmeraldas,591083,San Lorenzo,62772,12,12,0,0,0,2021-02-05
3,sierra,tungurahua,590600,Pillaro,43371,11,11,0,0,0,2021-02-05
3,sierra,chimborazo,524004,Alausi,45054,1,1,0,0,0,2021-02-05
9,sierra,pichincha,3228233,Mejia,108167,1,1,0,0,0,2021-02-05
9,sierra,pichincha,3228233,Puerto Quito,24911,1,1,0,0,0,2021-02-05
4,costa,manabi,1562079,Santa Ana,48152,1,1,0,0,0,2021-02-05
9,sierra,pichincha,3228233,Quito,2781641,3110,3068,42,0,0,2021-02-06
8,costa,guayas,4387434,Guayaquil,2723665,2423,2423,0,0,0,2021-02-06
6,sierra,azuay,881394,Cuenca,636996,663,663,0,0,0,2021-02-06
4,costa,manabi,1562079,Portoviejo,321800,433,433,0,0,0,2021-02-06
3,sierra,tungurahua,590600,Ambato,387309,332,332,0,0,0,2021-02-06
7,costa,el oro,715751,Machala,289141,306,306,0,0,0,2021-02-06
8,costa,guayas,4387434,Samborondon,102404,299,299,0,0,0,2021-02-06
7,sierra,loja,521154,Loja,274112,290,290,0,0,0,2021-02-06
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,288,288,0,0,0,2021-02-06
1,sierra,imbabura,476257,Ibarra,221149,276,276,0,0,0,2021-02-06
3,sierra,chimborazo,524004,Riobamba,264048,254,254,0,0,0,2021-02-06
5,insular,galapagos,33042,San Cristobal,9667,252,252,0,0,0,2021-02-06
3,sierra,cotopaxi,488716,Latacunga,205624,240,240,0,0,0,2021-02-06
4,costa,manabi,1562079,Manta,264281,233,233,0,0,0,2021-02-06
1,costa,esmeraldas,591083,Esmeraldas,218727,224,224,0,0,0,2021-02-06
8,costa,guayas,4387434,Milagro,199835,204,204,0,0,0,2021-02-06
5,insular,galapagos,33042,Santa Cruz,20302,191,191,0,0,0,2021-02-06
6,amazonia,morona santiago,196535,Morona,58281,190,190,0,0,0,2021-02-06
5,costa,los rios,921763,Babahoyo,175281,189,189,0,0,0,2021-02-06
2,amazonia,pastaza,114202,Pastaza,84377,157,157,0,0,0,2021-02-06
7,amazonia,zamora chinchipe,120416,Zamora,32761,144,144,0,0,0,2021-02-06
5,costa,los rios,921763,Quevedo,213842,137,137,0,0,0,2021-02-06
2,amazonia,napo,133705,Tena,79182,133,133,0,0,0,2021-02-06
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,113,113,0,0,0,2021-02-06
3,sierra,bolivar,209933,Guaranda,108763,109,109,0,0,0,2021-02-06
5,costa,santa elena,401178,Santa Elena,188821,109,109,0,0,0,2021-02-06
2,amazonia,sucumbios,230503,Lago Agrio,119594,108,108,0,0,0,2021-02-06
4,costa,manabi,1562079,Sucre,62443,102,102,0,0,0,2021-02-06
6,sierra,canar,281396,Azogues,86276,101,101,0,0,0,2021-02-06
1,sierra,carchi,186869,Tulcan,102395,98,98,0,0,0,2021-02-06
4,costa,manabi,1562079,Chone,131002,85,85,0,0,0,2021-02-06
7,costa,el oro,715751,Santa Rosa,82171,72,72,0,0,0,2021-02-06
7,costa,el oro,715751,El Guabo,63645,60,60,0,0,0,2021-02-06
2,amazonia,orellana,161338,Orellana,93778,60,60,0,0,0,2021-02-06
4,costa,manabi,1562079,Jipijapa,74645,48,48,0,0,0,2021-02-06
1,sierra,imbabura,476257,Otavalo,125785,48,48,0,0,0,2021-02-06
4,costa,manabi,1562079,Pedernales,63441,44,44,0,0,0,2021-02-06
4,costa,manabi,1562079,Jaramijo,28439,43,43,0,0,0,2021-02-06
5,costa,los rios,921763,Valencia,54637,42,42,0,0,0,2021-02-06
7,amazonia,zamora chinchipe,120416,El Pangui,10945,32,32,0,0,0,2021-02-06
6,sierra,canar,281396,Biblian,23741,30,30,0,0,0,2021-02-06
5,costa,los rios,921763,Montalvo,28720,30,30,0,0,0,2021-02-06
2,amazonia,pastaza,114202,Mera,17547,27,27,0,0,0,2021-02-06
3,sierra,tungurahua,590600,Patate,15825,25,25,0,0,0,2021-02-06
3,sierra,chimborazo,524004,Guano,48395,24,24,0,0,0,2021-02-06
5,costa,los rios,921763,Vinces,82329,24,24,0,0,0,2021-02-06
7,costa,el oro,715751,Zaruma,25654,18,18,0,0,0,2021-02-06
5,costa,los rios,921763,Buena Fe,83654,12,12,0,0,0,2021-02-06
7,costa,el oro,715751,Huaquillas,60440,12,12,0,0,0,2021-02-06
1,costa,esmeraldas,591083,San Lorenzo,62772,12,12,0,0,0,2021-02-06
3,sierra,tungurahua,590600,Pillaro,43371,11,11,0,0,0,2021-02-06
3,sierra,chimborazo,524004,Alausi,45054,1,1,0,0,0,2021-02-06
9,sierra,pichincha,3228233,Mejia,108167,1,1,0,0,0,2021-02-06
9,sierra,pichincha,3228233,Puerto Quito,24911,1,1,0,0,0,2021-02-06
4,costa,manabi,1562079,Santa Ana,48152,1,1,0,0,0,2021-02-06
9,sierra,pichincha,3228233,Quito,2781641,3110,3068,42,0,0,2021-02-07
8,costa,guayas,4387434,Guayaquil,2723665,2423,2423,0,0,0,2021-02-07
6,sierra,azuay,881394,Cuenca,636996,663,663,0,0,0,2021-02-07
4,costa,manabi,1562079,Portoviejo,321800,433,433,0,0,0,2021-02-07
3,sierra,tungurahua,590600,Ambato,387309,332,332,0,0,0,2021-02-07
7,costa,el oro,715751,Machala,289141,306,306,0,0,0,2021-02-07
8,costa,guayas,4387434,Samborondon,102404,299,299,0,0,0,2021-02-07
7,sierra,loja,521154,Loja,274112,290,290,0,0,0,2021-02-07
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,288,288,0,0,0,2021-02-07
1,sierra,imbabura,476257,Ibarra,221149,276,276,0,0,0,2021-02-07
3,sierra,chimborazo,524004,Riobamba,264048,254,254,0,0,0,2021-02-07
5,insular,galapagos,33042,San Cristobal,9667,252,252,0,0,0,2021-02-07
3,sierra,cotopaxi,488716,Latacunga,205624,240,240,0,0,0,2021-02-07
4,costa,manabi,1562079,Manta,264281,233,233,0,0,0,2021-02-07
1,costa,esmeraldas,591083,Esmeraldas,218727,224,224,0,0,0,2021-02-07
8,costa,guayas,4387434,Milagro,199835,204,204,0,0,0,2021-02-07
5,insular,galapagos,33042,Santa Cruz,20302,191,191,0,0,0,2021-02-07
6,amazonia,morona santiago,196535,Morona,58281,190,190,0,0,0,2021-02-07
5,costa,los rios,921763,Babahoyo,175281,189,189,0,0,0,2021-02-07
2,amazonia,pastaza,114202,Pastaza,84377,157,157,0,0,0,2021-02-07
7,amazonia,zamora chinchipe,120416,Zamora,32761,144,144,0,0,0,2021-02-07
5,costa,los rios,921763,Quevedo,213842,137,137,0,0,0,2021-02-07
2,amazonia,napo,133705,Tena,79182,133,133,0,0,0,2021-02-07
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,113,113,0,0,0,2021-02-07
3,sierra,bolivar,209933,Guaranda,108763,109,109,0,0,0,2021-02-07
5,costa,santa elena,401178,Santa Elena,188821,109,109,0,0,0,2021-02-07
2,amazonia,sucumbios,230503,Lago Agrio,119594,108,108,0,0,0,2021-02-07
4,costa,manabi,1562079,Sucre,62443,102,102,0,0,0,2021-02-07
6,sierra,canar,281396,Azogues,86276,101,101,0,0,0,2021-02-07
1,sierra,carchi,186869,Tulcan,102395,98,98,0,0,0,2021-02-07
4,costa,manabi,1562079,Chone,131002,85,85,0,0,0,2021-02-07
7,costa,el oro,715751,Santa Rosa,82171,72,72,0,0,0,2021-02-07
7,costa,el oro,715751,El Guabo,63645,60,60,0,0,0,2021-02-07
2,amazonia,orellana,161338,Orellana,93778,60,60,0,0,0,2021-02-07
4,costa,manabi,1562079,Jipijapa,74645,48,48,0,0,0,2021-02-07
1,sierra,imbabura,476257,Otavalo,125785,48,48,0,0,0,2021-02-07
4,costa,manabi,1562079,Pedernales,63441,44,44,0,0,0,2021-02-07
4,costa,manabi,1562079,Jaramijo,28439,43,43,0,0,0,2021-02-07
5,costa,los rios,921763,Valencia,54637,42,42,0,0,0,2021-02-07
7,amazonia,zamora chinchipe,120416,El Pangui,10945,32,32,0,0,0,2021-02-07
6,sierra,canar,281396,Biblian,23741,30,30,0,0,0,2021-02-07
5,costa,los rios,921763,Montalvo,28720,30,30,0,0,0,2021-02-07
2,amazonia,pastaza,114202,Mera,17547,27,27,0,0,0,2021-02-07
3,sierra,tungurahua,590600,Patate,15825,25,25,0,0,0,2021-02-07
3,sierra,chimborazo,524004,Guano,48395,24,24,0,0,0,2021-02-07
5,costa,los rios,921763,Vinces,82329,24,24,0,0,0,2021-02-07
7,costa,el oro,715751,Zaruma,25654,18,18,0,0,0,2021-02-07
5,costa,los rios,921763,Buena Fe,83654,12,12,0,0,0,2021-02-07
7,costa,el oro,715751,Huaquillas,60440,12,12,0,0,0,2021-02-07
1,costa,esmeraldas,591083,San Lorenzo,62772,12,12,0,0,0,2021-02-07
3,sierra,tungurahua,590600,Pillaro,43371,11,11,0,0,0,2021-02-07
3,sierra,chimborazo,524004,Alausi,45054,1,1,0,0,0,2021-02-07
9,sierra,pichincha,3228233,Mejia,108167,1,1,0,0,0,2021-02-07
9,sierra,pichincha,3228233,Puerto Quito,24911,1,1,0,0,0,2021-02-07
4,costa,manabi,1562079,Santa Ana,48152,1,1,0,0,0,2021-02-07
9,sierra,pichincha,3228233,Quito,2781641,3111,3069,42,0,0,2021-02-08
8,costa,guayas,4387434,Guayaquil,2723665,2423,2423,0,0,0,2021-02-08
6,sierra,azuay,881394,Cuenca,636996,663,663,0,0,0,2021-02-08
4,costa,manabi,1562079,Portoviejo,321800,433,433,0,0,0,2021-02-08
3,sierra,tungurahua,590600,Ambato,387309,332,332,0,0,0,2021-02-08
7,costa,el oro,715751,Machala,289141,306,306,0,0,0,2021-02-08
8,costa,guayas,4387434,Samborondon,102404,300,300,0,0,0,2021-02-08
7,sierra,loja,521154,Loja,274112,290,290,0,0,0,2021-02-08
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,288,288,0,0,0,2021-02-08
1,sierra,imbabura,476257,Ibarra,221149,276,276,0,0,0,2021-02-08
3,sierra,chimborazo,524004,Riobamba,264048,254,254,0,0,0,2021-02-08
5,insular,galapagos,33042,San Cristobal,9667,252,252,0,0,0,2021-02-08
3,sierra,cotopaxi,488716,Latacunga,205624,240,240,0,0,0,2021-02-08
4,costa,manabi,1562079,Manta,264281,233,233,0,0,0,2021-02-08
1,costa,esmeraldas,591083,Esmeraldas,218727,224,224,0,0,0,2021-02-08
8,costa,guayas,4387434,Milagro,199835,204,204,0,0,0,2021-02-08
5,insular,galapagos,33042,Santa Cruz,20302,191,191,0,0,0,2021-02-08
6,amazonia,morona santiago,196535,Morona,58281,190,190,0,0,0,2021-02-08
5,costa,los rios,921763,Babahoyo,175281,189,189,0,0,0,2021-02-08
2,amazonia,pastaza,114202,Pastaza,84377,157,157,0,0,0,2021-02-08
7,amazonia,zamora chinchipe,120416,Zamora,32761,144,144,0,0,0,2021-02-08
5,costa,los rios,921763,Quevedo,213842,137,137,0,0,0,2021-02-08
2,amazonia,napo,133705,Tena,79182,133,133,0,0,0,2021-02-08
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,113,113,0,0,0,2021-02-08
3,sierra,bolivar,209933,Guaranda,108763,109,109,0,0,0,2021-02-08
5,costa,santa elena,401178,Santa Elena,188821,109,109,0,0,0,2021-02-08
2,amazonia,sucumbios,230503,Lago Agrio,119594,108,108,0,0,0,2021-02-08
4,costa,manabi,1562079,Sucre,62443,102,102,0,0,0,2021-02-08
6,sierra,canar,281396,Azogues,86276,101,101,0,0,0,2021-02-08
1,sierra,carchi,186869,Tulcan,102395,98,98,0,0,0,2021-02-08
4,costa,manabi,1562079,Chone,131002,85,85,0,0,0,2021-02-08
7,costa,el oro,715751,Santa Rosa,82171,72,72,0,0,0,2021-02-08
7,costa,el oro,715751,El Guabo,63645,60,60,0,0,0,2021-02-08
2,amazonia,orellana,161338,Orellana,93778,60,60,0,0,0,2021-02-08
4,costa,manabi,1562079,Jipijapa,74645,48,48,0,0,0,2021-02-08
1,sierra,imbabura,476257,Otavalo,125785,48,48,0,0,0,2021-02-08
4,costa,manabi,1562079,Pedernales,63441,44,44,0,0,0,2021-02-08
4,costa,manabi,1562079,Jaramijo,28439,43,43,0,0,0,2021-02-08
5,costa,los rios,921763,Valencia,54637,42,42,0,0,0,2021-02-08
7,amazonia,zamora chinchipe,120416,El Pangui,10945,32,32,0,0,0,2021-02-08
6,sierra,canar,281396,Biblian,23741,30,30,0,0,0,2021-02-08
5,costa,los rios,921763,Montalvo,28720,30,30,0,0,0,2021-02-08
2,amazonia,pastaza,114202,Mera,17547,27,27,0,0,0,2021-02-08
3,sierra,tungurahua,590600,Patate,15825,25,25,0,0,0,2021-02-08
3,sierra,chimborazo,524004,Guano,48395,24,24,0,0,0,2021-02-08
5,costa,los rios,921763,Vinces,82329,24,24,0,0,0,2021-02-08
7,costa,el oro,715751,Zaruma,25654,18,18,0,0,0,2021-02-08
5,costa,los rios,921763,Buena Fe,83654,12,12,0,0,0,2021-02-08
7,costa,el oro,715751,Huaquillas,60440,12,12,0,0,0,2021-02-08
1,costa,esmeraldas,591083,San Lorenzo,62772,12,12,0,0,0,2021-02-08
3,sierra,tungurahua,590600,Pillaro,43371,11,11,0,0,0,2021-02-08
3,sierra,chimborazo,524004,Alausi,45054,1,1,0,0,0,2021-02-08
9,sierra,pichincha,3228233,Mejia,108167,1,1,0,0,0,2021-02-08
9,sierra,pichincha,3228233,Puerto Quito,24911,1,1,0,0,0,2021-02-08
4,costa,manabi,1562079,Santa Ana,48152,1,1,0,0,0,2021-02-08
9,sierra,pichincha,3228233,Quito,2781641,3111,3069,42,0,0,2021-02-09
8,costa,guayas,4387434,Guayaquil,2723665,2423,2423,0,0,0,2021-02-09
6,sierra,azuay,881394,Cuenca,636996,663,663,0,0,0,2021-02-09
4,costa,manabi,1562079,Portoviejo,321800,433,433,0,0,0,2021-02-09
3,sierra,tungurahua,590600,Ambato,387309,332,332,0,0,0,2021-02-09
7,costa,el oro,715751,Machala,289141,306,306,0,0,0,2021-02-09
8,costa,guayas,4387434,Samborondon,102404,300,300,0,0,0,2021-02-09
7,sierra,loja,521154,Loja,274112,290,290,0,0,0,2021-02-09
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,288,288,0,0,0,2021-02-09
1,sierra,imbabura,476257,Ibarra,221149,276,276,0,0,0,2021-02-09
3,sierra,chimborazo,524004,Riobamba,264048,254,254,0,0,0,2021-02-09
5,insular,galapagos,33042,San Cristobal,9667,252,252,0,0,0,2021-02-09
3,sierra,cotopaxi,488716,Latacunga,205624,240,240,0,0,0,2021-02-09
4,costa,manabi,1562079,Manta,264281,233,233,0,0,0,2021-02-09
1,costa,esmeraldas,591083,Esmeraldas,218727,224,224,0,0,0,2021-02-09
8,costa,guayas,4387434,Milagro,199835,204,204,0,0,0,2021-02-09
5,insular,galapagos,33042,Santa Cruz,20302,191,191,0,0,0,2021-02-09
6,amazonia,morona santiago,196535,Morona,58281,190,190,0,0,0,2021-02-09
5,costa,los rios,921763,Babahoyo,175281,189,189,0,0,0,2021-02-09
2,amazonia,pastaza,114202,Pastaza,84377,157,157,0,0,0,2021-02-09
7,amazonia,zamora chinchipe,120416,Zamora,32761,144,144,0,0,0,2021-02-09
5,costa,los rios,921763,Quevedo,213842,137,137,0,0,0,2021-02-09
2,amazonia,napo,133705,Tena,79182,133,133,0,0,0,2021-02-09
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,113,113,0,0,0,2021-02-09
